business_name,city,zone,reason,matched_existing_record,matched_source_file
480º Pizza Lounge,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525559901497,deduplication_index.csv
Yellow Monkey,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525589618887,deduplication_index.csv
Dos Más y Te Olvido,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525590392096,deduplication_index.csv
El Cardenal Tacuba,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525591348441,deduplication_index.csv
Pizza del perro negro,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525553517401,deduplication_index.csv
Young Bin Kwan,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525559228009,deduplication_index.csv
The Capital Grille,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552078358,deduplication_index.csv
La Bodeguita del Medio,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555530246,deduplication_index.csv
Centro Veterinario Felino,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525517394404,deduplication_index.csv
Cocina India Bukhara,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552640916,deduplication_index.csv
Casa Licha,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555391325,deduplication_index.csv
Consultorio Dental Alfa Y Omega,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525547863775,deduplication_index.csv
Grupo Dental Bosques,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555700004,deduplication_index.csv
Baby And Mom Gym,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555956244,deduplication_index.csv
Consultorio Médico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525518098276,deduplication_index.csv
Consultorio Medico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525575514333,deduplication_index.csv
Clinica Del Pie,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525522241577,deduplication_index.csv
Clinica Médica Bosques,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525522241746,deduplication_index.csv
Carrydent,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552925060,deduplication_index.csv
Providencia,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525521676569,deduplication_index.csv
Centro De Estimulacion Ipm,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525521671284,deduplication_index.csv
Consultorio médico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555700908,deduplication_index.csv
"Consultorio ""Estudio dental""",Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525529087101,deduplication_index.csv
Dental Aesthetics,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552950272,deduplication_index.csv
Consultorio Dental Garden,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525580990629,deduplication_index.csv
Odontologia Integral,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525563080238,deduplication_index.csv
Centro De Salud Tii . Eduardo Jenner,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555702094,deduplication_index.csv
Consultorio dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525526412206,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525519692577,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525554934225,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556811754,deduplication_index.csv
Centro Integral Psicoeducativo,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525534536271,deduplication_index.csv
Arc Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525515125441,deduplication_index.csv
Especialidades Odontologicas Ohe,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525535683888,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525539388746,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556021981,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525553010926,deduplication_index.csv
Consultorio Dental Integral,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525522704039,deduplication_index.csv
Dentista,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525555897636,deduplication_index.csv
Dentista,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555079179,deduplication_index.csv
Consultorio Dental Jacarandas,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552049660,deduplication_index.csv
Odontología Integral,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525554253531,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525589084437,deduplication_index.csv
Consultorio dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525531098776,deduplication_index.csv
Perfect Smile,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525544323843,deduplication_index.csv
Consultorio Medico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525575514333,deduplication_index.csv
Consultorio Medico Y Especialidades,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555857930,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555708362,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525563192350,deduplication_index.csv
Medident,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525559111206,deduplication_index.csv
Centro Odontológico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525525910958,deduplication_index.csv
Consultorios De Medicina General Del Sector Privado,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525585078885,deduplication_index.csv
Consultorio De Psicoterapia Sin Nombre,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525523435055,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525559111709,deduplication_index.csv
Interlingua,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525550050070,deduplication_index.csv
Consultorio dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525537095234,deduplication_index.csv
Consultorio Dental Sin Nombre,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525515204131,deduplication_index.csv
Yollo-sha,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525549382913,deduplication_index.csv
Consultorios Dentales Del Sector Privado,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525523261906,deduplication_index.csv
Dental del Perpetuo Socorro,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555705495,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525585315542,deduplication_index.csv
Centreo De Desarrollo Social Y Comunitario Santa Lucia,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525539440846,deduplication_index.csv
Arango,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525557055034,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525578169589,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525514735339,deduplication_index.csv
Consultorio,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525542227665,deduplication_index.csv
Quest English,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,quest english,deduplication_index.csv
Consultorio Medico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525553128300,deduplication_index.csv
Clinica Medica Doctor Rafael Clark,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555857052,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,consultorio dental,deduplication_index.csv
Consultorio Dentae,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525540222573,deduplication_index.csv
Consultorio Psicologico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525532031102,deduplication_index.csv
Dentista,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525559111206,deduplication_index.csv
Consultorio Dental,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525523425708,deduplication_index.csv
Consultorio Dental Dentosphera,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,consultorio dental dentosphera,deduplication_index.csv
Fonda 99.99,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555598762,deduplication_index.csv
Don Anuar,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555346268,deduplication_index.csv
¡A darle! que es taco vegano,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525576504744,deduplication_index.csv
Taco Santo,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525619063827,deduplication_index.csv
Fisio And Health,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552928989,deduplication_index.csv
Imbiss,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525548832324,deduplication_index.csv
Botánico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552712152,deduplication_index.csv
Arturo's,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555790706,deduplication_index.csv
Soul La Roma,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525571551299,deduplication_index.csv
Tortas Coyoacán,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525589138893,deduplication_index.csv
El compadre,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525570393684,deduplication_index.csv
El Botanero,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525527073448,deduplication_index.csv
Toks Pilares,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556058499,deduplication_index.csv
Tandoor San Angel,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525590160880,deduplication_index.csv
Tagers,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,522212816591,deduplication_index.csv
Quekas Mesones,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555221896,deduplication_index.csv
La Resurrección,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525557093203,deduplication_index.csv
"Carnitas ""Rincón Michoacano""",Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525532295760,deduplication_index.csv
Whitaker México Business & Consulting,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552804259,deduplication_index.csv
Café Amano,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555361209,deduplication_index.csv
Tacos Atarantados,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552840946,deduplication_index.csv
Shoma Nigiri Bar,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525580793452,deduplication_index.csv
GIA,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525522202050,deduplication_index.csv
Pancho Birria - Barbacoa,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555403142,deduplication_index.csv
Asian Bay,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555534582,deduplication_index.csv
Don Toribio,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555109198,deduplication_index.csv
Xkina Reforma,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525529466412,deduplication_index.csv
ZhuYi Ramen - Refill Noodles,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525551969591,deduplication_index.csv
El Italianito,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555109687,deduplication_index.csv
La Bodega,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525618156659,deduplication_index.csv
Carolines 400,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525534392987,deduplication_index.csv
Zazá,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525580156296,deduplication_index.csv
Costillas el Sitio,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555350816,deduplication_index.csv
Bar El rey león,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525544920617,deduplication_index.csv
Mesón Taurino San Ángel,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556612183,deduplication_index.csv
Elago,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525255159585,deduplication_index.csv
Centro interactivo Santa Lucía,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556437866,deduplication_index.csv
Centanni Ristorante Vivo Polanco,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525526660450,deduplication_index.csv
Pizza Hut,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556058558,deduplication_index.csv
Chili's - San Jerónimo,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,chili s san jeronimo,deduplication_index.csv
Sushi Roll - San Jerónimo,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,sushi roll san jeronimo,deduplication_index.csv
Tacos la Linterna,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,tacos la linterna,deduplication_index.csv
La Mansión,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,la mansion,deduplication_index.csv
Hospital de Especialidades Veterinarias - San Jerónimo,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525556688393,deduplication_index.csv
Centro Veterinario Raven,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525535433322,deduplication_index.csv
Estetica & Spa Prestigio,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,estetica spa prestigio,deduplication_index.csv
Villa Casona San Pedro de los Pinos,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555988130,deduplication_index.csv
Toks,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555631216,deduplication_index.csv
Tandoor,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552030045,deduplication_index.csv
Suntory Lomas,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552024711,deduplication_index.csv
Las Cebollas,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556113201,deduplication_index.csv
Debarbas,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525211078201,deduplication_index.csv
Canto de Sirenas,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555466115,deduplication_index.csv
Escuela de Música Dim,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555442325,deduplication_index.csv
Los 3 Caballos,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525521353698,deduplication_index.csv
Tortagos,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525536462614,deduplication_index.csv
Con Antojo Truck,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525588248225,deduplication_index.csv
La Casa del Pastor,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552922854,deduplication_index.csv
Clínica Nacional Monte de Piedad,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555540231,deduplication_index.csv
Bisquets Obregón,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556960948,deduplication_index.csv
Palapa Cantina Caribeña,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525528363815,deduplication_index.csv
Estrela Do Sul México,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525515592628,deduplication_index.csv
Maratea Mx,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525572605256,deduplication_index.csv
Mesón Antigua Santa Catarina,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556593003,deduplication_index.csv
Corazón de Maguey,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized business name as previous campaign,525574068199,deduplication_index.csv
Marisqueria Del Valle,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525555245391,deduplication_index.csv
La Tasquita del Jamón,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525540063956,deduplication_index.csv
Sarde,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525528546561,deduplication_index.csv
Gin Chan,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525588782854,deduplication_index.csv
Central de Pizzas,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525552117736,deduplication_index.csv
La Nueva Avenida,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525557619050,deduplication_index.csv
La Parrilla Suiza,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,same normalized phone as previous campaign,525556880014,deduplication_index.csv
Cafebrería El Péndulo,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525552597604,deduplication_index.csv
La Cueva del Leon Bosque Real,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525552052150,deduplication_index.csv
Esqui crepas,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525516972096,deduplication_index.csv
Dentalia,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,528000033682,deduplication_index.csv
Dentalia,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,528000033682,deduplication_index.csv
Dentalia,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,528000033682,deduplication_index.csv
Medical Vet. Cedros,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525523457059,deduplication_index.csv
Consultorio Dental Alfa Y Omega,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525547863775,deduplication_index.csv
Consultorio Medico,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525560486528,deduplication_index.csv
Grupo Dental Bosques,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525555700004,deduplication_index.csv
Consultorio Dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized business name as previous campaign,consultorio dental,deduplication_index.csv
Consultorio El Fresno,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525551894913,deduplication_index.csv
Clinica Del Pie,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525522241577,deduplication_index.csv
Clinica Médica Bosques,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525522241746,deduplication_index.csv
Maternidad Santisima Trinidad,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone inside campaign 03,525553018930,deduplication_index.csv
Centro De Estimulacion Ipm,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525521671284,deduplication_index.csv
Clinica San Martin De Porres,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone inside campaign 03,525532697565,deduplication_index.csv
Consultorio dental estética,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone inside campaign 03,525526416589,deduplication_index.csv
"Consultorio ""Estudio dental""",Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525529087101,deduplication_index.csv
Consultorio Dental Armenta,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone inside campaign 03,525526578032,deduplication_index.csv
Consultorio Dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized business name as previous campaign,consultorio dental,deduplication_index.csv
Consultorio Medico Shadai,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525571272142,deduplication_index.csv
Dental Aesthetics,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525552950272,deduplication_index.csv
Consultorio Dental Garden,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525580990629,deduplication_index.csv
Consultorio Dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525550498235,deduplication_index.csv
Ortopedia Mexicana De Ortesis Y Protesis,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525554550081,deduplication_index.csv
Consultorio dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525558151932,deduplication_index.csv
Cedisen,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525585537812,deduplication_index.csv
Consultorio dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized business name as previous campaign,525526412206,deduplication_index.csv
Consultorio Dental Kenco,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525548072331,deduplication_index.csv
Desarrollo Integral La Familia,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525539054845,deduplication_index.csv
Consultorio Dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized business name as previous campaign,525553027243,deduplication_index.csv
Ortopoint,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525522977406,deduplication_index.csv
Consultorio Medico El Divino Redentor,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone inside campaign 03,525553003102,deduplication_index.csv
Capotal Dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525581646549,deduplication_index.csv
Consultorio dental,Huixquilucan,Interlomas/Zona Esmeralda,same normalized phone as previous campaign,525562811968,deduplication_index.csv
