business_name,niche,country,city,zone,phone,normalized_phone,phone_status,website_status,website_url,source_url
Sonia,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5941 4956,525559414956,valid_format_only,Modern/official website found,https://restaurantesonia.com.mx/,https://www.openstreetmap.org/node/10908376399
Wooyeon,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 51623822,525551623822,valid_format_only,No website found,,https://www.openstreetmap.org/node/10908379005
Mariana Bonita,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 5207 8963,525252078963,valid_format_only,No website found,,https://www.openstreetmap.org/node/10910626843
El tesoro de Sonora,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5579 5155,525555795155,valid_format_only,Modern/official website found,http://eltesorodesonora.com.mx/tcarta.html,https://www.openstreetmap.org/node/10917002278
Sabores de México,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 5592323909,525592323909,valid_format_only,Modern/official website found,https://fogonesmx.com/,https://www.openstreetmap.org/node/10922027689
Daikoku,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+525556587802,525556587802,valid_format_only,Modern/official website found,https://daikoku.mx/,https://www.openstreetmap.org/node/11006503379
Physio Clinique,Fisioterapia,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 43635421;+52 55 53360656,525543635421,valid_format_only,No website found,,https://www.openstreetmap.org/node/11016502125
Fonda La Villa,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5579 0516,525555790516,valid_format_only,No website found,,https://www.openstreetmap.org/node/11047392744
TORRES DENTAL,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2961 5728,525529615728,valid_format_only,Only Instagram/Facebook,https://m.facebook.com/p/Torres-Dental-Centro-de-Atenci%C3%B3n-Odontol%C3%B3gica-100077361380898/,https://www.openstreetmap.org/node/11047392749
Villa de Canes,Veterinaria,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 7197 4115,525571974115,valid_format_only,Only Instagram/Facebook,https://www.facebook.com/Villadecanes37?mibextid=LQQJ4d,https://www.openstreetmap.org/node/11047392765
El Condimento,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5916 3622,525559163622,valid_format_only,No website found,,https://www.openstreetmap.org/node/11047392768
El Negrito,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 222 823 1746,522228231746,valid_format_only,No website found,,https://www.openstreetmap.org/node/11051970979
Tamalería Nativitas,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5532 8687,525555328687,valid_format_only,No website found,,https://www.openstreetmap.org/node/11051970981
Sushi Itto Playa Regatas,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1038 7607,525510387607,valid_format_only,No website found,,https://www.openstreetmap.org/node/11051972108
La Pibil,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 8655 1874,525586551874,valid_format_only,Only Instagram/Facebook,https://www.facebook.com/LaPIBILcdmx/,https://www.openstreetmap.org/node/11053757327
Sorondo 270 Bistrot,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 7707 9217,525577079217,valid_format_only,Only Instagram/Facebook,https://www.instagram.com/sorondo270/,https://www.openstreetmap.org/node/11053915493
Milena Restaurante Café,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 4032 4651,525540324651,valid_format_only,Modern/official website found,http://www.instragam.com/milena_cdmx,https://www.openstreetmap.org/node/11053915494
El Rincón Mexica,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 7707 3752,525577073752,valid_format_only,Modern/official website found,https://elrinconmexica.com/,https://www.openstreetmap.org/node/11053915500
Las Arracheras Beef Master,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,555903049,,invalid_phone,Only Instagram/Facebook,https://www.facebook.com/lasarracherasbeefmaster,https://www.openstreetmap.org/node/11067845724
Tokyo Rose,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5530 8021,525555308021,valid_format_only,Modern/official website found,https://tokyorose.mx/,https://www.openstreetmap.org/node/11070234733
Dental Fill Spa,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2906 6542,525529066542,valid_format_only,No website found,,https://www.openstreetmap.org/node/11126650445
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114364
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114368
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114372
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114378
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114379
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114384
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114386
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114388
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114401
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114403
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114404
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156137308
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156137309
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156137310
Dentalia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156137311
La Misma Vaca,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+525553361692,525553361692,valid_format_only,No website found,,https://www.openstreetmap.org/node/11289614969
El Tigre Silencioso,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2174 6586,525521746586,valid_format_only,No website found,,https://www.openstreetmap.org/node/11300867769
Flatter.MeHair,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2992 8225,525529928225,valid_format_only,Modern/official website found,https://www.flatterme.com.mx/,https://www.openstreetmap.org/node/11372522142
Dr. Pizza,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2121 7486,525521217486,valid_format_only,Modern/official website found,https://drpizza.mx/,https://www.openstreetmap.org/node/11384849826
Beer Stop,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5525 4129,525555254129,valid_format_only,Modern/official website found,https://www.beerstop.com.mx/,https://www.openstreetmap.org/node/11390850713
P.F. Chang's,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5533 4859,525555334859,valid_format_only,Modern/official website found,https://pfchangsmexico.com.mx/,https://www.openstreetmap.org/node/11439827246
Almara,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3213 2492,525532132492,valid_format_only,Modern/official website found,https://almara.rest/,https://www.openstreetmap.org/node/11444797914
niddo oxford,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5525 0262,525555250262,valid_format_only,Modern/official website found,https://www.niddo.mx/,https://www.openstreetmap.org/node/11455998096
Havre 77,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5208 1070,525552081070,valid_format_only,Modern/official website found,https://www.havre77.mx/,https://www.openstreetmap.org/node/11457797966
Sushi Kyo,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5511 8027,525555118027,valid_format_only,Modern/official website found,https://edokobayashi.com/,https://www.openstreetmap.org/node/11457797967
Helena,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5514 9977,525555149977,valid_format_only,Modern/official website found,https://helenas.com.mx/,https://www.openstreetmap.org/node/11458509600
Wok´ando,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1169 1144,525511691144,valid_format_only,Modern/official website found,https://www.wokando.com.mx/,https://www.openstreetmap.org/node/11458704391
Goguinara,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5207 5233,525552075233,valid_format_only,Modern/official website found,https://www.goguinara.com/,https://www.openstreetmap.org/node/11458718688
Darosa,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3515 6838,525535156838,valid_format_only,Modern/official website found,https://www.darosamx.com/,https://www.openstreetmap.org/node/11458745718
Taller Xilotl,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 56 3067 9742,525630679742,valid_format_only,Modern/official website found,https://xilotl.com/,https://www.openstreetmap.org/node/11461739804
Ahumadas Grill & BBQ,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5935 7621,525559357621,valid_format_only,Modern/official website found,https://www.ahumadasgrillbbq.com/,https://www.openstreetmap.org/node/11477699071
El Refugio del Inca,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5514 0697,525555140697,valid_format_only,No website found,,https://www.openstreetmap.org/node/11488408733
Paris 16 Bistró,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5511 9911,525555119911,valid_format_only,No website found,,https://www.openstreetmap.org/node/11489123578
Trattoria Enrico's,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 4195 0398,525541950398,valid_format_only,Modern/official website found,https://enricos.com.mx/,https://www.openstreetmap.org/node/11492632485
Zanaya,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5230 1818,525552301818,valid_format_only,Modern/official website found,https://www.zanaya.mx/,https://www.openstreetmap.org/node/11493934403
Taquería Orinoco,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5941 4816,525559414816,valid_format_only,Modern/official website found,https://www.taqueriaorinoco.com/,https://www.openstreetmap.org/node/11495562929
El Rincón de la 6,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 56586250,525556586250,valid_format_only,No website found,,https://www.openstreetmap.org/node/11566371481
El Polanquito,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 4633 5745,525546335745,valid_format_only,No website found,,https://www.openstreetmap.org/node/11592229956
Pasteleria El Delicioso,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 56 3633 3359,525636333359,valid_format_only,Modern/official website found,https://eldelicioso.mx,https://www.openstreetmap.org/node/11717903951
Chula Food,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5132 9721,525551329721,valid_format_only,No website found,,https://www.openstreetmap.org/node/11823059769
Bhumi Comedor y Pizzeria Vegana,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+55 1938 5320,525519385320,valid_format_only,No website found,,https://www.openstreetmap.org/node/11889624969
Manthra Spa,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 4077 3044,525540773044,valid_format_only,Modern/official website found,https://www.manthraspa.com,https://www.openstreetmap.org/node/11910143955
Bagatelle Mexico City,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3980 8744,525539808744,valid_format_only,Modern/official website found,https://bagatelle.com/venues/mexico-city,https://www.openstreetmap.org/node/11990524026
Cocina Fortuna,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 56 1984 3072,525619843072,valid_format_only,Modern/official website found,https://cocinafortuna.com,https://www.openstreetmap.org/node/12010044651
Los Queridos,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1728 6740,525517286740,valid_format_only,Modern/official website found,https://losqueridos.com/,https://www.openstreetmap.org/node/12013114953
Mog Bistro,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,552641629,,invalid_phone,No website found,,https://www.openstreetmap.org/node/12065396747
480º Pizza Lounge,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+525559901497,525559901497,valid_format_only,Modern/official website found,https://www.480grados.com,https://www.openstreetmap.org/node/12132866585
Yellow Monkey,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 8961 8887,525589618887,valid_format_only,No website found,,https://www.openstreetmap.org/node/12145285302
Dos Más y Te Olvido,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 9039 2096,525590392096,valid_format_only,No website found,,https://www.openstreetmap.org/node/12146989801
El Cardenal Tacuba,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 9134 8441,525591348441,valid_format_only,No website found,,https://www.openstreetmap.org/node/12207996201
Pizza del perro negro,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5351 7401,525553517401,valid_format_only,Modern/official website found,https://www.muertealapizzafalsa.com/,https://www.openstreetmap.org/node/12217073184
Young Bin Kwan,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5922 8009,525559228009,valid_format_only,No website found,,https://www.openstreetmap.org/node/12277634501
The Capital Grille,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5207 8358,525552078358,valid_format_only,Modern/official website found,https://thecapitalgrille.com.mx/,https://www.openstreetmap.org/node/12377706283
La Bodeguita del Medio,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+525555530246,525555530246,valid_format_only,Modern/official website found,https://www.labodeguitadelmedio.com.mx/,https://www.openstreetmap.org/node/12389362270
Centro Veterinario Felino,Veterinaria,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1739 4404,525517394404,valid_format_only,No website found,,https://www.openstreetmap.org/node/12424963351
Cocina India Bukhara,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5264 0916,525552640916,valid_format_only,No website found,,https://www.openstreetmap.org/node/12427109293
Casa Licha,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5539 1325,525555391325,valid_format_only,No website found,,https://www.openstreetmap.org/node/12475794886
Consultorio Dental Alfa Y Omega,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 4786 3775,525547863775,valid_format_only,No website found,,https://www.openstreetmap.org/node/12512443693
Grupo Dental Bosques,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5570 0004,525555700004,valid_format_only,No website found,,https://www.openstreetmap.org/node/12512696168
Baby And Mom Gym,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5595 6244,525555956244,valid_format_only,No website found,,https://www.openstreetmap.org/node/12512876537
Consultorio Médico,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1809 8276,525518098276,valid_format_only,No website found,,https://www.openstreetmap.org/node/12515278511
Consultorio Medico,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 7551 4333,525575514333,valid_format_only,No website found,,https://www.openstreetmap.org/node/12516995796
Clinica Del Pie,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2224 1577,525522241577,valid_format_only,No website found,,https://www.openstreetmap.org/node/12519288140
Clinica Médica Bosques,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2224 1746,525522241746,valid_format_only,No website found,,https://www.openstreetmap.org/node/12519296785
Maternidad Santisima Trinidad,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5301 8930,525553018930,valid_format_only,No website found,,https://www.openstreetmap.org/node/12519382118
Carrydent,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5292 5060,525552925060,valid_format_only,No website found,,https://www.openstreetmap.org/node/12519439445
Providencia,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2167 6569,525521676569,valid_format_only,No website found,,https://www.openstreetmap.org/node/12519468218
Centro De Estimulacion Ipm,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2167 1284,525521671284,valid_format_only,Modern/official website found,www.impulpedagogicomexicano.com,https://www.openstreetmap.org/node/12523296991
Clinica San Martin De Porres,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3269 7565,525532697565,valid_format_only,No website found,,https://www.openstreetmap.org/node/12523337894
Consultorio médico,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5570 0908,525555700908,valid_format_only,No website found,,https://www.openstreetmap.org/node/12525320032
Consultorio dental estética,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2641 6589,525526416589,valid_format_only,No website found,,https://www.openstreetmap.org/node/12525411271
"Consultorio ""Estudio dental""",Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2908 7101,525529087101,valid_format_only,No website found,,https://www.openstreetmap.org/node/12525661080
Consultorio Dental Armenta,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2657 8032,525526578032,valid_format_only,No website found,,https://www.openstreetmap.org/node/12526741736
Dental Aesthetics,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5295 0272,525552950272,valid_format_only,No website found,,https://www.openstreetmap.org/node/12527850953
Consultorio Dental Garden,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 8099 0629,525580990629,valid_format_only,No website found,,https://www.openstreetmap.org/node/12527937391
Odontologia Integral,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 6308 0238,525563080238,valid_format_only,No website found,,https://www.openstreetmap.org/node/12528283102
Campos,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5530 7843,525555307843,valid_format_only,No website found,,https://www.openstreetmap.org/node/12528356157
Centro De Salud Tii . Eduardo Jenner,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5570 2094,525555702094,valid_format_only,No website found,,https://www.openstreetmap.org/node/12529988244
Consultorio dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2641 2206,525526412206,valid_format_only,No website found,,https://www.openstreetmap.org/node/12530505295
Consultorio Medico El Divino Redentor,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5300 3102,525553003102,valid_format_only,No website found,,https://www.openstreetmap.org/node/12536918221
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1969 2577,525519692577,valid_format_only,No website found,,https://www.openstreetmap.org/node/12537034306
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5493 4225,525554934225,valid_format_only,No website found,,https://www.openstreetmap.org/node/12537466527
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5681 1754,525556811754,valid_format_only,No website found,,https://www.openstreetmap.org/node/12537613693
Centro Integral Psicoeducativo,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3453 6271,525534536271,valid_format_only,No website found,,https://www.openstreetmap.org/node/12538504295
Arc Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 1512 5441,525515125441,valid_format_only,No website found,,https://www.openstreetmap.org/node/12540384788
Especialidades Odontologicas Ohe,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3568 3888,525535683888,valid_format_only,No website found,,https://www.openstreetmap.org/node/12540572581
Clinica Milenium,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5304 2495,525553042495,valid_format_only,No website found,,https://www.openstreetmap.org/node/12540698469
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3938 8746,525539388746,valid_format_only,No website found,,https://www.openstreetmap.org/node/12540770799
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5602 1981,525556021981,valid_format_only,No website found,,https://www.openstreetmap.org/node/12540773093
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5301 0926,525553010926,valid_format_only,No website found,,https://www.openstreetmap.org/node/12542662497
Consultorio Dental Integral,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2270 4039,525522704039,valid_format_only,No website found,,https://www.openstreetmap.org/node/12542978616
Dentista,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5589 7636,525555897636,valid_format_only,No website found,,https://www.openstreetmap.org/node/12543005462
Dentista,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5507 9179,525555079179,valid_format_only,No website found,,https://www.openstreetmap.org/node/12543035703
Consultorio Dental Jacarandas,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5204 9660,525552049660,valid_format_only,No website found,,https://www.openstreetmap.org/node/12543107619
Odontología Integral,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5425 3531,525554253531,valid_format_only,No website found,,https://www.openstreetmap.org/node/12544366589
Consultorio dental Nami,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3552 1501,525535521501,valid_format_only,No website found,,https://www.openstreetmap.org/node/12544857678
Consultorio Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 8908 4437,525589084437,valid_format_only,No website found,,https://www.openstreetmap.org/node/12544975756
