priority,score,business_name,niche,city,zone,rating,reviews_count,website_status,problem_detected,phone,original_phone,normalized_phone,phone_status,normalization_notes,is_agency_number,is_duplicate,recommended_action,instagram,google_maps_url,demo_url,homepage_url,contact_person,status,notes
A,13,Fisiointegrate Fisioterapia y Rehabilitación,Fisioterapia,Querétaro,Querétaro,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,4427134198,4427134198,524427134198,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Fisiointegrate%20Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Quer%C3%A9taro%20Quer%C3%A9taro,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10205832901). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,KLEB,Fisioterapia,"cholula, puebla","cholula, puebla",,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522221971107,+522221971107,522221971107,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=KLEB%20cholula%2C%20puebla%20cholula%2C%20puebla,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10647062660). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Ar Centro De Rehabilitacion Ortepedia Y Deporte,Fisioterapia,Ciudad de México,Ciudad de México,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5536933739,5536933739,525536933739,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Ar%20Centro%20De%20Rehabilitacion%20Ortepedia%20Y%20Deporte%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12545518194). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Fisio And Health,Fisioterapia,Ciudad de México,Ciudad de México,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5552928989,5552928989,525552928989,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Fisio%20And%20Health%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12753125886). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,14,"Caamal, Caamal",Abogado migratorio,Mérida,Mérida,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,(999) 925 8824,(999) 925 8824,529999258824,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Caamal%2C%20Caamal%20M%C3%A9rida%20M%C3%A9rida,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/5300181621). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,CyC Abogados,Abogado migratorio,Ciudad de México,Ciudad de México,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5557634946,5557634946,525557634946,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=CyC%20Abogados%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/4466376091). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Despacho Villalba Finanzas Integrales,Abogado migratorio,Ciudad de México,Ciudad de México,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5524193726,5524193726,525524193726,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Despacho%20Villalba%20Finanzas%20Integrales%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/9848472421). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Nutrición Cholula San Pedro Cholula!,Nutrición premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522229609748,+522229609748,522229609748,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Nutrici%C3%B3n%20Cholula%20San%20Pedro%20Cholula%21%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10573792793). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Nutrition Club House,Nutrición premium,Zapopan,Zapopan,,,Only social/profile link found,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",+52-33-10704170,+52-33-10704170,523310704170,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Nutrition%20Club%20House%20Zapopan%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10102085066). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Arkos Arquitectura,Arquitectura/interiorismo,Zapopan,Zapopan,,,Only social/profile link found,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",+52-33-33618008,+52-33-33618008,523333618008,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Arkos%20Arquitectura%20Zapopan%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/6200124904). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,DIMAStudio Diseño y Arquitectura,Arquitectura/interiorismo,Guadalajara,Arcos Vallarta,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,3331564296,3331564296,523331564296,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=DIMAStudio%20Dise%C3%B1o%20y%20Arquitectura%20Guadalajara%20Arcos%20Vallarta,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/11860363240). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
