business_name,niche,city,zone,phone,normalized_phone,phone_status,website_status,website_url,source_url
MEDICAL PET,Veterinaria,Guadalajara,Guadalajara,3314311050,523314311050,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367605
MEDICAL KING - VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3312514910,523312514910,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367606
MAK VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3311295192,523311295192,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367607
LA PANTERA ROSA,Veterinaria,Guadalajara,Guadalajara,3336094243,523336094243,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367610
KA AN VETERINARIA,Veterinaria,Guadalajara,Guadalajara,36133506,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12181367613
HUENTIPETS VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3310483602,523310483602,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367616
HOUNDS FARMACIA VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3322445685,523322445685,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367617
HOSPITAL VETERINARIO REAL SAN FRANCISCO,Veterinaria,Guadalajara,Guadalajara,3338117832,523338117832,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367619
HOSPITAL VETERINARIO PROVIDENCIA,Veterinaria,Guadalajara,Guadalajara,3336401037,523336401037,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367620
HOSPITAL VETERINARIO GUADALAJARA,Veterinaria,Guadalajara,Guadalajara,3336301730,523336301730,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367623
HOSPITAL VETERINARIA LA GRANJA,Veterinaria,Guadalajara,Guadalajara,3336465264,523336465264,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367627
GUARDERIA CANINA DOG DOG ENCAMINANDO A TU PERRO,Veterinaria,Guadalajara,Guadalajara,3311094075,523311094075,valid_format_only,Modern/official website found,WWW.DOGDOG.MX,https://www.openstreetmap.org/node/12181367629
GOLDEN VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3311577189,523311577189,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367630
ESTETICA VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3317017722,523317017722,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367635
DHARMA VET,Veterinaria,Guadalajara,Guadalajara,3326514463,523326514463,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367638
DASHA,Veterinaria,Guadalajara,Guadalajara,3312836007,523312836007,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367640
CONSULTORIO VETERINARIO DE MANCHAS,Veterinaria,Guadalajara,Guadalajara,3314314293,523314314293,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367642
CONSULTORIO VETERINARIO,Veterinaria,Guadalajara,Guadalajara,3338545311,523338545311,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367644
CONSULTORIO COUNTRY PETS,Veterinaria,Guadalajara,Guadalajara,3338534542,523338534542,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367647
CLINICAN VET,Veterinaria,Guadalajara,Guadalajara,3336653724,523336653724,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367648
CLINICA VETERINARIA SEÃOR DOGS,Veterinaria,Guadalajara,Guadalajara,3336169726,523336169726,valid_format_only,Modern/official website found,WWW.SRDOGS.COM.MX,https://www.openstreetmap.org/node/12181367654
"CLINICA VETERINARIA SAN FRANSCISCO DE ASIS, ESPECIALISTAS EN DERTAMATOLOGIA",Veterinaria,Guadalajara,Guadalajara,3313493057,523313493057,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367656
CLINICA VETERINARIA POM S MANIA,Veterinaria,Guadalajara,Guadalajara,3315597009,523315597009,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367658
CLINICA VETERINARIA ODDY,Veterinaria,Guadalajara,Guadalajara,3328295230,523328295230,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367661
CLINICA VETERINARIA MASCOVET,Veterinaria,Guadalajara,Guadalajara,3313935662,523313935662,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367662
CLINICA VETERINARIA GHENE,Veterinaria,Guadalajara,Guadalajara,3336381101,523336381101,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367664
CLÃNICA VETERINARIA DROOPY,Veterinaria,Guadalajara,Guadalajara,3313327882,523313327882,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367665
CLINICA VETERINARIA DEL BOSQUE,Veterinaria,Guadalajara,Guadalajara,3338385805,523338385805,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367666
CLINICA VETERINARIA COUNTRY,Veterinaria,Guadalajara,Guadalajara,3317437950,523317437950,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367667
CLINICA VETERINARIA CARVET,Veterinaria,Guadalajara,Guadalajara,3336394364,523336394364,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367668
CLINICA VETERINARIA BASENJI,Veterinaria,Guadalajara,Guadalajara,3311497688,523311497688,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367669
CLINICA VETERINARIA ANIMAL KINGDOMM,Veterinaria,Guadalajara,Guadalajara,3333454104,523333454104,valid_format_only,Modern/official website found,WWW.ANIMALKINGDONM.COM,https://www.openstreetmap.org/node/12181367671
CLINICA VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3318932132,523318932132,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367672
CLINCA BETERINARIA EL ARCA DE RHOEL,Veterinaria,Guadalajara,Guadalajara,3322528434,523322528434,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367674
CENTRO MEDICO VETERINARIO ARGOS,Veterinaria,Guadalajara,Guadalajara,33313080,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12181367677
CENTRO INTEGRAL VETERINARIO JARDINES,Veterinaria,Guadalajara,Guadalajara,3338417898,523338417898,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367678
CENTRO DE ECOGRAFIA CLINICA PARA MASCOTAS,Veterinaria,Guadalajara,Guadalajara,3331203975,523331203975,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367679
CANOPOLIS,Veterinaria,Guadalajara,Guadalajara,3338236558,523338236558,valid_format_only,Modern/official website found,WWW.CANOPOLIS.COM.MX,https://www.openstreetmap.org/node/12181367680
CANE CLINICA VETERINARIA Y ESTETICA,Veterinaria,Guadalajara,Guadalajara,3311908996,523311908996,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367682
B2 HOSPITAL VETERINARIO,Veterinaria,Guadalajara,Guadalajara,3316761209,523316761209,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367684
ASHOKA HOSPITAL VETERINARIO,Veterinaria,Guadalajara,Guadalajara,3314663554,523314663554,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367685
ANIMALS VETERINARIA,Veterinaria,Guadalajara,Guadalajara,3316102872,523316102872,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12181367686
ABYVET VETERINARIA,Veterinaria,Guadalajara,Guadalajara,36581187,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12181367689
VILLALOBOS ABOGADOS Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3338206037.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914654
VALLE AVILA ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3312364676.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914658
VALERIANO Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3331241718.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914659
UNIVERSIDAD FUNDACION DE DESARROLLO,Abogado migratorio,Guadalajara,Guadalajara,3336581250.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914661
SOLTERO Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3331213610.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914668
SERVICIOS JURIDICOS PERMANENTES,Abogado migratorio,Guadalajara,Guadalajara,3338270919.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914672
SERVICIOS DE DESPACHO JURIDICO BYG ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3339152130.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914674
SANCHEZ CARRILLO Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336164063.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914679
ROYES SC,Abogado migratorio,Guadalajara,Guadalajara,3336582442.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914685
ROYAL SERVICES BURO DE ESTUDIOS JURIDICOS Y PROYECTOS,Abogado migratorio,Guadalajara,Guadalajara,3333358043.0,,invalid_phone,Modern/official website found,WWW.ROYALSERVICIES.ORG,https://www.openstreetmap.org/node/12193914686
RAMOS RIPOLL Y SCHUSTER,Abogado migratorio,Guadalajara,Guadalajara,3121143908.0,,invalid_phone,Modern/official website found,WWW.RRS.COM.MX,https://www.openstreetmap.org/node/12193914691
RAMIREZ Y ASOCIADOS ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3333450026.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193914692
OSORIO CORPORATIVO LEGAL,Abogado migratorio,Guadalajara,Guadalajara,3335631975.0,,invalid_phone,Modern/official website found,WWW.OSORIOABOGADOS.COM.MX,https://www.openstreetmap.org/node/12193919001
OROZCO JASSO ASESORES,Abogado migratorio,Guadalajara,Guadalajara,3331101830.0,,invalid_phone,Modern/official website found,WWW.SOLUCIONDL.COM,https://www.openstreetmap.org/node/12193919004
OFICINAS JIMENEZ,Abogado migratorio,Guadalajara,Guadalajara,3336403324.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919006
OFICINAS,Abogado migratorio,Guadalajara,Guadalajara,3331240988.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919011
OFICINADE ABOGADO,Abogado migratorio,Guadalajara,Guadalajara,3311487508.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919012
OFICINA PRIVADA,Abogado migratorio,Guadalajara,Guadalajara,3333342686.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919013
OFICINA JURIDICA LABORAL,Abogado migratorio,Guadalajara,Guadalajara,3338272325.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919014
OFICINA JURIDICA,Abogado migratorio,Guadalajara,Guadalajara,3336301197.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919015
OFICINA DE TRAMITES AUTOTRAMITES PARTIDA,Abogado migratorio,Guadalajara,Guadalajara,3338236065.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919016
OFICINA DE ABOGADOS SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3331447169.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919018
OFICINA DE ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3331204092.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919019
NOTARIA DE ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3311990284.0,,invalid_phone,Modern/official website found,WWW.AMEZC8UALVAREZ.COM,https://www.openstreetmap.org/node/12193919026
MUÑOZ DIAZ ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3336475455.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919029
MG ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3336163737.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919036
MEJIA Y ASOCIADOS SOLUCIONES LEGALES INTEGRALES,Abogado migratorio,Guadalajara,Guadalajara,3336151618.0,,invalid_phone,Modern/official website found,WWW.MEJIAYASOCIADOS.ORG,https://www.openstreetmap.org/node/12193919038
LEGAL SOLUTION,Abogado migratorio,Guadalajara,Guadalajara,3324690775.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919045
LEGAL BUSINESS SOLUTION,Abogado migratorio,Guadalajara,Guadalajara,3314288984.0,,invalid_phone,Modern/official website found,WWW.LEGALBUSINESSSOLUTIONS.COM.MX,https://www.openstreetmap.org/node/12193919046
LAZO VILLA MOEL Y GARCIA,Abogado migratorio,Guadalajara,Guadalajara,3336413761.0,,invalid_phone,Modern/official website found,WWW.LVMG.MX,https://www.openstreetmap.org/node/12193919047
KOMPLEX GRUPPE,Abogado migratorio,Guadalajara,Guadalajara,3336158496.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919050
JURÍDICO RAMOS Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3331475359.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919054
JURIDICO PEREZ PARRA Y ASOC,Abogado migratorio,Guadalajara,Guadalajara,3338250997.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919055
JURIDICO MAGDALENO,Abogado migratorio,Guadalajara,Guadalajara,3336148018.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919057
JURIDICO LUNA,Abogado migratorio,Guadalajara,Guadalajara,3338256744.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919058
JURIDICO L.R.O.,Abogado migratorio,Guadalajara,Guadalajara,3314868536.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919059
JURIDICA ESPECIALISTAS DE OCCIDENTE,Abogado migratorio,Guadalajara,Guadalajara,3336402876.0,,invalid_phone,Modern/official website found,WWW.JURIDICAESPECIALISTAS.COM,https://www.openstreetmap.org/node/12193919063
JURE FIRMA LEGAL ESPECIALIZADA,Abogado migratorio,Guadalajara,Guadalajara,3336157046.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919064
INTERVENI CONSULTORES,Abogado migratorio,Guadalajara,Guadalajara,3336471302.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919067
INOVA,Abogado migratorio,Guadalajara,Guadalajara,3317348930.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919068
IMPRESOS GUADALAJARA,Abogado migratorio,Guadalajara,Guadalajara,16935896.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919071
HELT,Abogado migratorio,Guadalajara,Guadalajara,3323036046.0,,invalid_phone,Modern/official website found,WWW.HELT.MX,https://www.openstreetmap.org/node/12193919073
HANNON Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336111261.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919074
GUTIERREZ AVELAR ASESORES,Abogado migratorio,Guadalajara,Guadalajara,3336271497.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919076
GURROLA ALCAZAR Y ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3313775023.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919078
GRUPO CARBAGO CORPORACION JURIDICA,Abogado migratorio,Guadalajara,Guadalajara,3336302842.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919082
GONZALEZ PARADA Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336164479.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919083
GONZALEZ MONTEON Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336134102.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919084
GONZALEZ LUNA ABOGADOS;CORREDURIA 81,Abogado migratorio,Guadalajara,Guadalajara,3338170024.0,,invalid_phone,Modern/official website found,WWW.GONZALEZLUNA.COM,https://www.openstreetmap.org/node/12193919085
GOMEZ Y ASOCIADOS Y ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,16424563.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919088
GOMEZ LIZAOLA Y GOMEZ GOVEA CORPORATIVO,Abogado migratorio,Guadalajara,Guadalajara,3324721066.0,,invalid_phone,Modern/official website found,WWW.GLGCORPORATIVO.COM.MX,https://www.openstreetmap.org/node/12193919089
GIGSA PISO CINCO,Abogado migratorio,Guadalajara,Guadalajara,3336168024.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919091
GIBOS JURIDICO CONTABLE,Abogado migratorio,Guadalajara,Guadalajara,3313326727.0,,invalid_phone,Modern/official website found,WWW.GIBOS.MX,https://www.openstreetmap.org/node/12193919092
GESTORIA JURIDICA Y ESCOLAR,Abogado migratorio,Guadalajara,Guadalajara,3313976037.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919093
GBG,Abogado migratorio,Guadalajara,Guadalajara,3339021993.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919094
GARCIA JACOBO Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3338152779.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919096
GAACK,Abogado migratorio,Guadalajara,Guadalajara,3335554865.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919101
FIRMA DE ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3315244249.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919107
FEDERACION OBRERA DE JALISCO,Abogado migratorio,Guadalajara,Guadalajara,3336586134.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919110
FABIAN & FABIAN ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3336155009.0,,invalid_phone,Modern/official website found,WWW.FABIANYFABIANABOGADOS.COM,https://www.openstreetmap.org/node/12193919113
EXIR GRUPO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336301429.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919114
ESTUDIOS JURIDICOS,Abogado migratorio,Guadalajara,Guadalajara,3336131493.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919115
ESTUDIO DE ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3336162909.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919116
ESTEVANE Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3338271274.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919117
ESPINO Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336156707.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919118
ESPECIALISTAS LABORALES,Abogado migratorio,Guadalajara,Guadalajara,36130911.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919119
EMPORIO ESTRATEGICO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336164471.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919120
EMPLOYEE SOLUCIONES,Abogado migratorio,Guadalajara,Guadalajara,3336133397.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919121
EER ABOGADO,Abogado migratorio,Guadalajara,Guadalajara,3336478477.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919122
DIVORCIO EXPRESS SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,33189345554.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919125
DISTINTA CONSULTORIA INTEGRAL,Abogado migratorio,Guadalajara,Guadalajara,3336582075.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919126
DESPCHO ACEVES Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3338259755.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919127
DESPACXHO DE ABOGADOS 226-8,Abogado migratorio,Guadalajara,Guadalajara,3336163890.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919128
DESPACHO LIC JOSE EUGENIO GUTIERREZ ROCHA,Abogado migratorio,Guadalajara,Guadalajara,3336139913.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919132
DESPACHO JURIDICO Y COPIAS,Abogado migratorio,Guadalajara,Guadalajara,3313459185.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919135
DESPACHO JURIDICO VILLANUEVA,Abogado migratorio,Guadalajara,Guadalajara,3312033858.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919136
DESPACHO JURIDICO SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3336135335.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919140
DESPACHO JURIDICO SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3336146702.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919153
DESPACHO JURIDICO SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3336143064.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919154
DESPACHO JURIDICO SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3311693142.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919155
DESPACHO JURIDICO SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3336149415.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919157
DESPACHO JURIDICO SIN NOMBRE,Abogado migratorio,Guadalajara,Guadalajara,3336135508.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919158
DESPACHO JURIDICO SIN NÓMBRE,Abogado migratorio,Guadalajara,Guadalajara,3336502894.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919160
DESPACHO JURIDICO SÁNCHEZ,Abogado migratorio,Guadalajara,Guadalajara,3313946452.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919163
DESPACHO JURIDICO RALAM,Abogado migratorio,Guadalajara,Guadalajara,3316717138.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919165
DESPACHO JURIDICO OLVEDA GARCIA,Abogado migratorio,Guadalajara,Guadalajara,33425018.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919167
DESPACHO JURIDICO NUÑEZ LOPEZ CONSULTORES,Abogado migratorio,Guadalajara,Guadalajara,3313552173.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919168
DESPACHO JURIDICO NAVARRO NIEVES Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3331229944.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919169
DESPACHO JURIDICO MIGUEL HERNANDEZ COBIAN,Abogado migratorio,Guadalajara,Guadalajara,3338271186.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919170
DESPACHO JURIDICO LOMELI Y VALDIVIA,Abogado migratorio,Guadalajara,Guadalajara,3336309985.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919172
DESPACHO JURIDICO JOSE,Abogado migratorio,Guadalajara,Guadalajara,33338102757.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919173
DESPACHO JURIDICO IMAGEN PRODUCTIVIDAD Y SERVICIO S.C,Abogado migratorio,Guadalajara,Guadalajara,3335634291.0,,invalid_phone,Modern/official website found,WWW.USAC.COM.MX,https://www.openstreetmap.org/node/12193919175
DESPACHO JURIDICO GONZALEZ Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3314062348.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919177
DESPACHO JURIDICO GODINEZ CURIEL Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336474999.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919178
DESPACHO JURIDICO DELGADILLO Y ASOCIADOS,Abogado migratorio,Guadalajara,Guadalajara,3336581261.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919180
DESPACHO JURIDICO CARDENAS Y ABOGADOS,Abogado migratorio,Guadalajara,Guadalajara,3338234015.0,,invalid_phone,Modern/official website found,WWW.DESPACHOJURIDICOCARDENASYASOCIADOS.COM,https://www.openstreetmap.org/node/12193919184
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3316829995.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919187
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336584496.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919188
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3338271345.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919190
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,36584476.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919191
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3338238535.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919192
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336162241.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919193
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3315926918.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919194
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3333316931.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919195
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3311580796.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919197
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336148495.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919199
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336374160.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919201
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336131998.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919202
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336145127.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919203
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3338249382.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919204
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336148082.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919205
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336581811.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919207
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3316123222.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919208
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,33136378159.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919211
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3336156871.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919212
DESPACHO JURIDICO,Abogado migratorio,Guadalajara,Guadalajara,3338271374.0,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/12193919214
